clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
20,Oaxaca,20123,San Bernardo Mixtepec,Población por sexo: hombres,1355,81.890052,28.496634,21.017203,86.013463,22.139117,70.082274,23.111444,82.427076,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20124,San Blas Atempa,Población por sexo: hombres,8313,65.535486,34.121783,34.17696,81.913832,44.150116,71.303637,45.838578,67.497785,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20125,San Carlos Yautepec,Población por sexo: hombres,5503,91.427826,27.995048,27.138444,85.850246,28.735163,69.238588,-999.0,91.770074,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20126,San Cristóbal Amatlán,Población por sexo: hombres,2580,93.247956,31.179447,12.417283,55.624757,36.784741,93.11016,37.874659,93.7174,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20127,San Cristóbal Amoltepec,Población por sexo: hombres,576,95.360627,24.56446,26.132404,82.926829,28.745645,98.25784,18.466899,95.529617,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20128,San Cristóbal Lachirioag,Población por sexo: hombres,633,69.639866,32.328308,39.363484,74.874372,6.197655,19.262982,5.695142,72.984925,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20129,San Cristóbal Suchixtlahuaca,Población por sexo: hombres,176,65.162791,9.302326,5.232558,76.162791,6.395349,34.883721,12.209302,70.209302,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20130,San Dionisio del Mar,Población por sexo: hombres,2535,83.109419,31.903808,32.42485,84.088176,24.809619,88.256513,39.519038,83.776353,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20131,San Dionisio Ocotepec,Población por sexo: hombres,6080,92.954749,36.294167,51.322641,89.230003,28.909693,75.78223,13.246896,94.144225,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20132,San Dionisio Ocotlán,Población por sexo: hombres,660,51.285024,20.611916,29.468599,52.818035,21.256039,50.563607,-999.0,58.876006,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20133,San Esteban Atatlahuca,Población por sexo: hombres,1872,92.788556,21.907357,10.190736,78.910082,32.643052,90.735695,-999.0,94.366757,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20134,San Felipe Jalapa de Díaz,Población por sexo: hombres,16529,96.770338,39.652511,40.963808,91.483337,35.853581,90.74092,67.108618,97.117604,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20135,San Felipe Tejalápam,Población por sexo: hombres,3940,77.016914,24.474628,51.614557,85.95592,25.42286,76.781138,20.271656,77.97386,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20136,San Felipe Usila,Población por sexo: hombres,7567,92.079806,18.896029,38.504715,85.659461,16.466854,98.263815,40.641246,92.236896,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20137,San Francisco Cahuacuá,Población por sexo: hombres,1701,93.921241,25.596659,-999.0,73.090692,42.959427,92.422434,42.661098,94.335919,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20138,San Francisco Cajonos,Población por sexo: hombres,210,74.443902,30.731707,-999.0,73.658537,-999.0,19.512195,-999.0,80.419512,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20139,San Francisco Chapulapa,Población por sexo: hombres,1072,96.326025,38.703527,13.536702,91.325071,41.84938,-999.0,50.810296,96.574833,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20140,San Francisco Chindúa,Población por sexo: hombres,395,83.841026,17.948718,24.871795,85.384615,22.820513,82.307692,25.128205,84.882051,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20141,San Francisco del Mar,Población por sexo: hombres,4417,70.490583,30.133211,26.848875,85.438677,26.80294,79.995407,58.61277,70.982085,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20142,San Francisco Huehuetlán,Población por sexo: hombres,378,95.720745,48.93617,14.62766,77.393617,23.404255,71.010638,19.680851,97.324468,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20143,San Francisco Ixhuatán,Población por sexo: hombres,4740,64.973825,26.904098,16.562969,74.983909,17.978974,51.362369,47.092899,68.76829,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20144,San Francisco Jaltepetongo,Población por sexo: hombres,515,87.848361,25.819672,23.155738,72.745902,12.5,65.57377,34.631148,90.625,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20145,San Francisco Lachigoló,Población por sexo: hombres,2503,48.810324,13.76485,38.877509,61.450225,13.887751,27.038099,13.887751,53.020893,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20146,San Francisco Logueche,Población por sexo: hombres,1321,94.304314,22.804314,7.935285,91.371341,38.058552,99.691834,-999.0,94.304314,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20147,San Francisco Nuxaño,Población por sexo: hombres,193,83.907216,23.195876,7.731959,77.835052,10.309278,53.608247,13.917526,85.613402,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20148,San Francisco Ozolotepec,Población por sexo: hombres,1041,90.441205,29.834791,25.072886,73.858115,-999.0,87.65792,-999.0,92.046647,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20149,San Francisco Sola,Población por sexo: hombres,944,74.643243,44.648649,40.540541,88.540541,52.540541,64.0,22.054054,75.023784,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20150,San Francisco Telixtlahuaca,Población por sexo: hombres,5714,63.091052,14.313343,40.263107,73.568344,13.6767,31.393404,17.037745,69.545477,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20151,San Francisco Teopan,Población por sexo: hombres,161,99.280255,31.847134,-999.0,82.165605,-999.0,-999.0,73.248408,99.898089,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20152,San Francisco Tlapancingo,Población por sexo: hombres,1138,93.393217,46.012832,10.724106,88.909258,25.939505,85.517874,59.578368,93.582035,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20153,San Gabriel Mixtepec,Población por sexo: hombres,2397,75.528071,28.366399,14.309835,84.128324,29.295061,73.153229,14.267623,76.697763,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20154,San Ildefonso Amatlán,Población por sexo: hombres,1079,89.110902,33.740602,19.360902,86.842105,16.165414,77.067669,-999.0,89.110902,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20155,San Ildefonso Sola,Población por sexo: hombres,510,87.105159,37.103175,50.0,90.277778,42.857143,83.730159,28.968254,87.232143,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20156,San Ildefonso Villa Alta,Población por sexo: hombres,1780,57.372628,31.33985,40.253019,54.744106,14.031052,38.987924,-999.0,65.071305,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20157,San Jacinto Amilpas,Población por sexo: hombres,8937,22.815023,6.354774,49.097869,57.90642,6.336735,5.44529,14.610688,25.454192,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20158,San Jacinto Tlacotepec,Población por sexo: hombres,1076,80.17186,38.054769,6.610009,89.518414,27.573182,65.627951,25.495751,80.516525,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20159,San Jerónimo Coatlán,Población por sexo: hombres,2703,91.064347,28.282828,17.246539,91.769547,40.740741,85.297419,25.177703,91.422372,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20160,San Jerónimo Silacayoapilla,Población por sexo: hombres,699,66.36087,38.985507,24.927536,77.971014,-999.0,43.188406,-999.0,68.643478,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20161,San Jerónimo Sosola,Población por sexo: hombres,1301,81.957364,20.697674,30.155039,80.155039,15.658915,72.093023,14.418605,83.163566,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20162,San Jerónimo Taviche,Población por sexo: hombres,991,92.21392,28.352098,26.612078,92.732856,45.035824,81.883316,28.556807,92.345957,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20163,San Jerónimo Tecóatl,Población por sexo: hombres,736,87.656425,34.217877,25.837989,81.145251,32.960894,79.748603,33.240223,88.965084,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20164,San Jorge Nuchita,Población por sexo: hombres,1336,88.220261,43.745203,34.305449,84.650806,20.721412,60.475825,53.415196,88.865695,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20165,San José Ayuquila,Población por sexo: hombres,766,80.303268,29.803922,14.379085,66.666667,18.69281,63.267974,30.588235,83.266667,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20166,San José Chiltepec,Población por sexo: hombres,6061,57.350188,22.886885,44.802139,73.464903,11.863138,75.141391,48.820863,58.730614,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20167,San José del Peñasco,Población por sexo: hombres,1023,76.794411,30.03992,20.658683,85.828343,35.828343,85.528942,-999.0,76.794411,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20168,San José Estancia Grande,Población por sexo: hombres,459,61.895216,29.840547,26.651481,85.421412,24.145786,74.031891,46.697039,62.487472,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20169,San José Independencia,Población por sexo: hombres,2059,91.579108,37.626775,27.789047,85.598377,63.336714,98.427992,47.768763,91.650101,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20170,San José Lachiguiri,Población por sexo: hombres,1750,96.645402,35.287356,11.264368,79.310345,45.517241,89.195402,-999.0,96.645402,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20171,San José Tenango,Población por sexo: hombres,8569,96.496966,42.748364,24.211779,83.081499,73.277811,96.585366,50.148721,96.762403,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20172,San Juan Achiutla,Población por sexo: hombres,203,74.61194,19.402985,15.920398,64.179104,-999.0,62.686567,-999.0,80.208955,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20173,San Juan Atepec,Población por sexo: hombres,707,83.027221,19.054441,8.022923,80.229226,28.223496,35.100287,11.174785,86.989971,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20174,Ánimas Trujano,Población por sexo: hombres,2169,39.235014,10.466223,37.107517,54.424358,18.030447,9.514748,11.750714,47.832065,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20175,San Juan Bautista Atatlahuca,Población por sexo: hombres,678,90.009077,29.803328,10.741301,86.384266,18.608169,83.207262,-999.0,91.134644,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20176,San Juan Bautista Coixtlahuaca,Población por sexo: hombres,1302,79.886035,20.70626,25.280899,76.00321,16.532905,58.82825,18.138042,81.978331,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20177,San Juan Bautista Cuicatlán,Población por sexo: hombres,4220,66.235285,25.987004,34.290633,80.343976,21.931846,53.596521,23.299539,67.980995,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20178,San Juan Bautista Guelache,Población por sexo: hombres,3116,39.262537,12.586037,38.675844,60.766962,14.68371,32.841691,18.747951,42.470338,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20179,San Juan Bautista Jayacatlán,Población por sexo: hombres,703,87.524286,35.428571,20.857143,82.428571,23.857143,76.142857,10.0,88.451429,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20180,San Juan Bautista Lo de Soto,Población por sexo: hombres,1175,-999.0,23.286467,30.052724,78.558875,23.550088,58.347979,40.59754,-999.0,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20181,San Juan Bautista Suchitepec,Población por sexo: hombres,221,76.458333,39.814815,-999.0,70.37037,-999.0,59.722222,8.796296,80.726852,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,Población por sexo: hombres,1005,93.343465,33.637285,21.47923,79.736575,21.884498,97.061803,43.768997,93.642351,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20183,San Juan Bautista Tlachichilco,Población por sexo: hombres,691,84.424556,31.360947,29.733728,88.16568,-999.0,77.662722,36.242604,84.813609,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20184,San Juan Bautista Tuxtepec,Población por sexo: hombres,83013,52.835957,21.343933,58.81871,66.743422,10.254079,38.277855,34.861821,57.879242,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20185,San Juan Cacahuatepec,Población por sexo: hombres,4299,71.017025,21.092457,21.257981,76.424687,31.283991,67.13171,39.536533,73.612438,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20186,San Juan Cieneguilla,Población por sexo: hombres,272,78.299625,24.344569,13.108614,77.902622,-999.0,63.670412,-999.0,80.220974,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20187,San Juan Coatzóspam,Población por sexo: hombres,879,93.392479,43.243243,22.091657,86.13396,-999.0,97.179788,37.60282,93.418331,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20188,San Juan Colorado,Población por sexo: hombres,4783,85.358806,30.207451,20.469941,84.314141,43.374259,87.404742,62.552921,85.962955,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20189,San Juan Comaltepec,Población por sexo: hombres,1535,96.365165,35.97848,16.812374,94.68729,-999.0,80.228648,-999.0,97.024882,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20190,San Juan Cotzocón,Población por sexo: hombres,11745,74.224766,29.026691,38.529745,87.826475,12.3342,79.661011,33.873547,74.775842,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20191,San Juan Chicomezúchil,Población por sexo: hombres,133,75.962406,16.541353,13.533835,75.18797,27.819549,40.601504,10.526316,78.879699,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20192,San Juan Chilateca,Población por sexo: hombres,701,36.109827,10.260116,43.352601,53.757225,14.16185,13.728324,6.791908,40.614162,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20193,San Juan del Estado,Población por sexo: hombres,1347,67.384151,23.924528,47.622642,76.45283,18.792453,29.735849,14.339623,70.879245,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20194,San Juan del Río,Población por sexo: hombres,649,77.227769,33.697348,43.525741,81.591264,-999.0,47.425897,7.4883,78.50234,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20195,San Juan Diuxi,Población por sexo: hombres,497,94.455645,46.774194,32.459677,72.379032,28.225806,92.33871,30.645161,94.455645,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20196,San Juan Evangelista Analco,Población por sexo: hombres,191,82.726316,15.263158,14.210526,73.157895,15.789474,31.578947,3.157895,89.984211,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20197,San Juan Guelavía,Población por sexo: hombres,1616,77.407524,34.106583,34.858934,78.557994,17.680251,55.673981,13.730408,79.780564,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20198,San Juan Guichicovi,Población por sexo: hombres,13972,70.372194,33.211379,32.309479,72.505671,17.17631,79.800015,28.799661,74.45982,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20199,San Juan Ihualtepec,Población por sexo: hombres,222,94.033019,51.886792,-999.0,69.339623,-999.0,80.188679,25.943396,94.146226,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20200,San Juan Juquila Mixes,Población por sexo: hombres,1765,83.101981,41.724942,24.125874,76.923077,-999.0,83.974359,11.713287,83.850233,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20201,San Juan Juquila Vijanos,Población por sexo: hombres,885,89.346241,23.690205,20.045558,91.457859,30.523918,79.04328,-999.0,89.528474,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20202,San Juan Lachao,Población por sexo: hombres,2201,73.842351,33.115672,9.841418,90.578358,24.113806,63.479478,19.496269,74.112407,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20203,San Juan Lachigalla,Población por sexo: hombres,1739,91.761712,32.909196,20.763447,92.770388,31.983806,85.251591,27.646038,92.032389,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20204,San Juan Lajarcia,Población por sexo: hombres,290,80.881119,20.979021,-999.0,78.321678,-999.0,80.769231,-999.0,81.573427,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20205,San Juan Lalana,Población por sexo: hombres,10352,90.543528,38.449088,48.179384,85.760162,19.32521,93.523213,68.740276,90.763717,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20206,San Juan de los Cués,Población por sexo: hombres,1187,71.553663,22.74276,28.02385,79.812606,21.890971,60.988075,25.383305,72.965077,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20207,San Juan Mazatlán,Población por sexo: hombres,9556,79.801955,36.82964,38.041076,91.242911,21.465096,89.748358,44.655599,80.119346,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20208,San Juan Mixtepec,Población por sexo: hombres,3315,85.332615,38.738462,46.492308,80.984615,21.446154,78.953846,32.738462,86.035692,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20209,San Juan Mixtepec,Población por sexo: hombres,244,93.196653,35.564854,19.665272,78.242678,34.309623,27.615063,-999.0,96.903766,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20210,San Juan Ñumí,Población por sexo: hombres,2665,94.676158,23.234624,-999.0,68.792711,20.766894,98.481397,47.22855,94.676158,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20211,San Juan Ozolotepec,Población por sexo: hombres,1708,93.801892,32.820816,-999.0,86.575991,-999.0,72.856298,-999.0,95.94796,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20212,San Juan Petlapa,Población por sexo: hombres,1487,93.060109,42.213115,-999.0,89.959016,36.47541,98.497268,69.262295,93.068989,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20213,San Juan Quiahije,Población por sexo: hombres,1911,81.79837,35.923913,12.717391,90.815217,17.173913,87.5,15.815217,82.122283,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20214,San Juan Quiotepec,Población por sexo: hombres,1001,85.259109,28.744939,9.412955,87.955466,18.421053,41.194332,-999.0,86.265182,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20215,San Juan Sayultepec,Población por sexo: hombres,403,56.944591,10.817942,-999.0,69.920844,18.733509,62.269129,26.121372,59.345646,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20216,San Juan Tabaá,Población por sexo: hombres,597,89.99322,19.830508,21.016949,85.59322,28.305085,28.813559,-999.0,90.908475,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20217,San Juan Tamazola,Población por sexo: hombres,1622,95.091387,21.696252,16.765286,83.30046,38.2643,97.961867,40.105194,95.158448,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20218,San Juan Teita,Población por sexo: hombres,263,97.044355,27.822581,6.854839,73.790323,36.290323,100.0,39.919355,97.044355,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20219,San Juan Teitipac,Población por sexo: hombres,1276,85.729002,37.004754,24.484945,83.201268,23.85103,60.697306,22.028526,87.42393,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20220,San Juan Tepeuxila,Población por sexo: hombres,1382,92.562454,29.948868,-999.0,80.788897,22.20599,61.577794,-999.0,94.990504,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20221,San Juan Teposcolula,Población por sexo: hombres,721,70.903497,18.321678,23.356643,79.160839,19.72028,57.202797,23.356643,72.457343,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20222,San Juan Yaeé,Población por sexo: hombres,684,92.25816,26.261128,16.468843,87.240356,15.875371,38.724036,-999.0,94.689911,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20223,San Juan Yatzona,Población por sexo: hombres,198,91.153439,27.513228,29.100529,82.010582,2.645503,22.751323,29.100529,94.957672,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20224,San Juan Yucuita,Población por sexo: hombres,303,61.982759,16.206897,18.965517,67.931034,-999.0,-999.0,10.0,65.07931,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20225,San Lorenzo,Población por sexo: hombres,2789,86.245024,28.266377,18.277235,87.47738,25.624321,93.159609,63.119797,86.502714,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20226,San Lorenzo Albarradas,Población por sexo: hombres,1501,80.368847,36.075523,21.308159,85.839514,11.732974,46.662171,11.395819,81.329737,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20227,San Lorenzo Cacaotepec,Población por sexo: hombres,9578,39.561878,11.025425,52.937059,60.926992,9.673187,28.145732,18.365177,43.784922,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20228,San Lorenzo Cuaunecuiltitla,Población por sexo: hombres,432,96.890215,37.470167,-999.0,89.976134,40.334129,70.883055,-999.0,97.494033,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20229,San Lorenzo Texmelúcan,Población por sexo: hombres,4119,97.924901,39.871542,-999.0,88.833992,52.816206,98.616601,21.912055,97.92836,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20230,San Lorenzo Victoria,Población por sexo: hombres,479,70.633262,28.358209,-999.0,84.861407,16.41791,56.716418,40.085288,70.793177,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20231,San Lucas Camotlán,Población por sexo: hombres,1536,98.930921,37.5,7.960526,90.263158,51.118421,94.605263,-999.0,99.069079,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20232,San Lucas Ojitlán,Población por sexo: hombres,10562,87.042852,23.006885,32.564892,86.036392,24.84284,91.259123,54.403658,87.421003,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20233,San Lucas Quiaviní,Población por sexo: hombres,727,84.835443,47.819972,61.322082,82.278481,25.879044,47.398031,-999.0,85.253165,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20234,San Lucas Zoquiápam,Población por sexo: hombres,3451,96.211147,33.94279,14.007667,87.319375,42.848717,83.515187,40.66647,97.140961,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20235,San Luis Amatlán,Población por sexo: hombres,1791,81.430023,34.988713,23.984199,82.562077,16.027088,75.1693,20.316027,82.528217,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20236,San Marcial Ozolotepec,Población por sexo: hombres,636,93.384117,41.004862,-999.0,35.008104,40.518639,97.244733,35.980551,93.855754,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20237,San Marcos Arteaga,Población por sexo: hombres,738,61.031593,30.357143,49.450549,79.945055,-999.0,-999.0,-999.0,62.453297,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20238,San Martín de los Cansecos,Población por sexo: hombres,473,77.572034,19.491525,40.042373,73.516949,19.915254,75.847458,15.889831,80.807203,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20239,San Martín Huamelúlpam,Población por sexo: hombres,467,74.765217,14.347826,12.391304,73.695652,20.434783,88.043478,18.913043,76.717391,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20240,San Martín Itunyoso,Población por sexo: hombres,1250,97.275469,25.590872,-999.0,91.279544,48.492258,98.696007,67.155664,97.275469,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20241,San Martín Lachilá,Población por sexo: hombres,468,79.738661,29.157667,50.539957,77.105832,24.406048,63.714903,31.965443,81.062635,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20242,San Martín Peras,Población por sexo: hombres,5852,97.736778,56.310002,30.232152,88.217839,43.812184,86.158143,44.702391,98.113981,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20243,San Martín Tilcajete,Población por sexo: hombres,927,51.685777,18.632856,45.203969,80.705623,17.640573,59.536935,11.466373,52.445424,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20244,San Martín Toxpalan,Población por sexo: hombres,1891,74.370272,26.851359,26.37187,78.263186,25.14651,67.128396,29.355354,76.929142,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20245,San Martín Zacatepec,Población por sexo: hombres,663,85.488372,30.542636,-999.0,85.736434,12.55814,81.24031,33.79845,86.071318,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20246,San Mateo Cajonos,Población por sexo: hombres,298,88.752577,30.927835,-999.0,83.848797,19.931271,53.608247,19.587629,90.099656,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20247,Capulálpam de Méndez,Población por sexo: hombres,720,34.683358,6.185567,22.533137,59.204713,9.572901,7.216495,-999.0,-999.0,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20248,San Mateo del Mar,Población por sexo: hombres,7788,90.29785,28.159413,17.226009,88.384898,70.46408,96.919245,37.047719,90.442449,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20249,San Mateo Yoloxochitlán,Población por sexo: hombres,1806,92.008934,27.582356,19.095477,87.883864,34.00335,79.061977,34.785036,93.795645,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20250,San Mateo Etlatongo,Población por sexo: hombres,606,70.186356,15.141431,14.143095,79.034942,24.126456,66.056572,35.274542,71.712146,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20251,San Mateo Nejápam,Población por sexo: hombres,565,90.492806,46.223022,6.834532,90.827338,28.417266,92.266187,39.028777,90.492806,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20252,San Mateo Peñasco,Población por sexo: hombres,1131,92.216856,23.674242,22.253788,79.166667,36.837121,93.939394,17.518939,92.942235,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20253,San Mateo Piñas,Población por sexo: hombres,1026,87.35665,41.083744,42.955665,80.689655,44.334975,91.724138,30.344828,87.743842,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20254,San Mateo Río Hondo,Población por sexo: hombres,1577,77.991299,29.518072,24.16332,71.552878,22.48996,52.744311,-999.0,84.728246,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20255,San Mateo Sindihui,Población por sexo: hombres,932,91.460352,30.837004,20.484581,89.317181,31.277533,86.23348,35.132159,91.794053,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20256,San Mateo Tlapiltepec,Población por sexo: hombres,112,81.333333,20.720721,12.612613,85.585586,10.810811,34.234234,24.324324,87.081081,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20257,San Melchor Betaza,Población por sexo: hombres,506,91.049896,40.12474,-999.0,63.201663,22.245322,79.417879,-999.0,92.548857,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20258,San Miguel Achiutla,Población por sexo: hombres,353,87.437318,24.781341,28.862974,74.344023,30.90379,81.341108,-999.0,89.250729,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20259,San Miguel Ahuehuetitlán,Población por sexo: hombres,1030,92.606829,54.536585,17.560976,86.341463,31.414634,83.512195,41.95122,92.698537,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20260,San Miguel Aloápam,Población por sexo: hombres,997,87.48118,29.603255,28.89115,86.571719,25.228891,70.498474,23.499491,87.942014,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20261,San Miguel Amatitlán,Población por sexo: hombres,3314,74.549832,35.355075,15.147821,87.138068,23.255105,79.579397,40.719293,74.639439,2020-01-01,Oaxaca,Oaxaca
20,Oaxaca,20262,San Miguel Amatlán,Población por sexo: hombres,471,73.976344,20.645161,33.978495,84.086022,8.387097,-999.0,6.236559,76.445161,2020-01-01,Oaxaca,Oaxaca
